id,created_at,sim_step,sim_time,direction,waiting_time,queue_length,mean_speed,vehicle_count,throughput,congestion_score,tl_state
36219,2026-06-17 06:21:07,90600,90600.0,east,31.305,20,0.677,25,9440,76.66,Wrrr
36218,2026-06-17 06:21:07,90600,90600.0,south,86.582,20,1.027,15,7075,99.12,Wrrr
36217,2026-06-17 06:21:07,90600,90600.0,north,89.135,20,0.17,8,6123,100.0,Wrrr
36216,2026-06-17 06:21:07,90590,90590.0,west,26.752,0,10.211,12,6608,13.6,Wrrr
36215,2026-06-17 06:21:07,90590,90590.0,east,23.781,20,0.278,25,9440,72.67,Wrrr
36214,2026-06-17 06:21:07,90590,90590.0,south,77.182,20,0.686,15,7075,94.68,Wrrr
36213,2026-06-17 06:21:07,90590,90590.0,north,90.625,20,1.441,8,6123,97.98,Wrrr
36212,2026-06-17 06:21:07,90580,90580.0,west,65.44,11,12.3,12,6600,61.57,Wrrr
36211,2026-06-17 06:21:07,90580,90580.0,east,15.528,16,0.122,25,9440,54.98,Wrrr
36210,2026-06-17 06:21:07,90580,90580.0,south,68.86,20,0.414,15,7075,90.02,Wrrr
36209,2026-06-17 06:21:07,90580,90580.0,north,90.298,20,0.409,8,6123,100.0,Wrrr
36208,2026-06-17 06:21:07,90570,90570.0,west,89.398,20,0.531,12,6594,99.07,Errr
36207,2026-06-17 06:21:07,90570,90570.0,east,6.695,8,0.172,25,9440,25.86,Errr
36206,2026-06-17 06:21:07,90570,90570.0,south,61.94,20,1.148,15,7075,89.5,Errr
36205,2026-06-17 06:21:07,90570,90570.0,north,90.01,20,0.252,8,6123,98.22,Errr
36204,2026-06-17 06:21:07,90560,90560.0,west,90.841,20,1.119,12,6594,100.0,Errr
36203,2026-06-17 06:21:07,90560,90560.0,east,0.102,0,10.067,25,9440,0.0,Errr
36202,2026-06-17 06:21:07,90560,90560.0,south,53.72,20,0.238,15,7075,84.86,Errr
36201,2026-06-17 06:21:07,90560,90560.0,north,89.96,20,0.742,8,6123,97.91,Errr
36200,2026-06-17 06:21:07,90550,90550.0,west,89.608,20,1.233,12,6594,99.6,Errr
36199,2026-06-17 06:21:07,90550,90550.0,east,0.0,0,12.415,25,9440,0.03,Errr
36198,2026-06-17 06:21:07,90550,90550.0,south,45.62,20,1.125,15,7075,81.34,Errr
36197,2026-06-17 06:21:07,90550,90550.0,north,90.498,20,1.006,8,6123,100.0,Errr
36196,2026-06-17 06:21:07,90540,90540.0,west,90.238,20,1.377,12,6594,97.18,Errr
36195,2026-06-17 06:21:07,90540,90540.0,east,0.371,0,10.784,25,9440,0.78,Errr
36194,2026-06-17 06:21:07,90540,90540.0,south,37.976,20,1.419,15,7075,79.4,Errr
36193,2026-06-17 06:21:07,90540,90540.0,north,90.607,20,1.075,8,6123,100.0,Errr
36192,2026-06-17 06:21:07,90530,90530.0,west,90.395,20,1.271,12,6594,100.0,Errr
36191,2026-06-17 06:21:07,90530,90530.0,east,0.0,0,12.213,25,9440,2.43,Errr
36190,2026-06-17 06:21:07,90530,90530.0,south,30.419,19,0.979,15,7075,69.64,Errr
36189,2026-06-17 06:21:07,90530,90530.0,north,90.317,20,0.063,8,6123,97.25,Errr
36188,2026-06-17 06:21:07,90520,90520.0,west,81.729,20,0.635,12,6594,93.82,Errr
36187,2026-06-17 06:21:07,90520,90520.0,east,33.482,6,10.45,25,9434,33.74,Errr
36186,2026-06-17 06:21:07,90520,90520.0,south,22.528,14,1.472,15,7075,53.78,Errr
36185,2026-06-17 06:21:07,90520,90520.0,north,88.31,20,0.399,8,6123,97.0,Errr
36184,2026-06-17 06:21:07,90510,90510.0,west,74.24,20,0.243,12,6594,94.57,Errr
36183,2026-06-17 06:21:07,90510,90510.0,east,74.42,16,9.013,25,9424,83.57,Errr
36182,2026-06-17 06:21:07,90510,90510.0,south,14.398,9,1.27,15,7075,35.76,Errr
36181,2026-06-17 06:21:07,90510,90510.0,north,80.832,17,1.017,8,6123,86.42,Errr
36180,2026-06-17 06:21:07,90500,90500.0,west,65.779,20,0.694,12,6594,88.45,Srrr
36179,2026-06-17 06:21:07,90500,90500.0,east,90.352,20,0.929,25,9420,97.06,Srrr
36178,2026-06-17 06:21:07,90500,90500.0,south,5.191,4,0.12,15,7075,13.79,Srrr
36177,2026-06-17 06:21:07,90500,90500.0,north,72.213,14,1.326,8,6123,74.14,Srrr
36176,2026-06-17 06:21:07,90490,90490.0,west,56.647,20,0.182,12,6594,87.77,Srrr
36175,2026-06-17 06:21:07,90490,90490.0,east,90.222,20,0.145,25,9420,99.79,Srrr
36174,2026-06-17 06:21:07,90490,90490.0,south,0.388,0,11.704,15,7075,0.0,Srrr
36173,2026-06-17 06:21:07,90490,90490.0,north,65.147,12,0.921,8,6123,63.99,Srrr
36172,2026-06-17 06:21:07,90480,90480.0,west,49.622,20,0.983,12,6594,80.54,Srrr
36171,2026-06-17 06:21:07,90480,90480.0,east,89.008,20,0.32,25,9420,97.88,Srrr
36170,2026-06-17 06:21:07,90480,90480.0,south,1.902,0,8.357,15,7075,0.59,Srrr
36169,2026-06-17 06:21:07,90480,90480.0,north,55.738,9,1.312,8,6123,53.66,Srrr
36168,2026-06-17 06:21:07,90470,90470.0,west,42.47,20,0.534,12,6594,76.76,Srrr
36167,2026-06-17 06:21:07,90470,90470.0,east,81.104,20,0.237,25,9420,96.59,Srrr
36166,2026-06-17 06:21:07,90470,90470.0,south,42.389,4,12.955,15,7072,30.43,Srrr
36165,2026-06-17 06:21:07,90470,90470.0,north,49.064,6,0.625,8,6123,37.2,Srrr
36164,2026-06-17 06:21:07,90460,90460.0,west,32.805,17,0.381,12,6594,67.67,Srrr
36163,2026-06-17 06:21:07,90460,90460.0,east,72.705,20,1.289,25,9420,95.01,Srrr
36162,2026-06-17 06:21:07,90460,90460.0,south,81.439,17,11.184,15,7062,88.55,Srrr
36161,2026-06-17 06:21:07,90460,90460.0,north,41.14,4,0.73,8,6123,27.92,Srrr
36160,2026-06-17 06:21:07,90450,90450.0,west,26.362,13,0.762,12,6594,52.3,Nrrr
36159,2026-06-17 06:21:07,90450,90450.0,east,64.839,20,0.053,25,9420,91.8,Nrrr
36158,2026-06-17 06:21:07,90450,90450.0,south,90.305,20,0.054,15,7060,98.38,Nrrr
36157,2026-06-17 06:21:07,90450,90450.0,north,33.176,1,0.852,8,6123,15.39,Nrrr
36156,2026-06-17 06:21:07,90440,90440.0,west,16.906,9,0.255,12,6594,33.19,Nrrr
36155,2026-06-17 06:21:07,90440,90440.0,east,56.69,20,0.156,25,9420,85.72,Nrrr
36154,2026-06-17 06:21:07,90440,90440.0,south,89.023,20,0.436,15,7060,97.04,Nrrr
36153,2026-06-17 06:21:07,90440,90440.0,north,50.628,4,8.812,8,6120,31.61,Nrrr
36152,2026-06-17 06:21:07,90430,90430.0,west,9.182,5,1.26,12,6594,21.05,Wrrr
36151,2026-06-17 06:21:07,90430,90430.0,east,47.962,20,0.12,25,9420,78.78,Wrrr
36150,2026-06-17 06:21:07,90430,90430.0,south,90.153,20,1.165,15,7060,99.45,Wrrr
36149,2026-06-17 06:21:07,90430,90430.0,north,90.106,20,0.023,8,6110,100.0,Wrrr
36148,2026-06-17 06:21:07,90420,90420.0,west,1.623,1,1.4,12,6594,5.02,Wrrr
36147,2026-06-17 06:21:07,90420,90420.0,east,41.118,20,1.44,25,9420,78.91,Wrrr
36146,2026-06-17 06:21:07,90420,90420.0,south,89.608,20,1.472,15,7060,100.0,Wrrr
36145,2026-06-17 06:21:07,90420,90420.0,north,89.848,20,0.902,8,6110,100.0,Wrrr
36144,2026-06-17 06:21:07,90410,90410.0,west,0.0,0,8.939,12,6594,0.0,Wrrr
36143,2026-06-17 06:21:07,90410,90410.0,east,33.507,20,0.861,25,9420,77.47,Wrrr
36142,2026-06-17 06:21:07,90410,90410.0,south,87.426,20,1.302,15,7060,100.0,Wrrr
36141,2026-06-17 06:21:07,90410,90410.0,north,89.931,20,1.057,8,6110,97.24,Wrrr
36140,2026-06-17 06:21:07,90400,90400.0,west,18.648,0,8.865,12,6594,10.4,Wrrr
36139,2026-06-17 06:21:07,90400,90400.0,east,25.583,20,1.447,25,9420,70.73,Wrrr
36138,2026-06-17 06:21:07,90400,90400.0,south,79.03,20,1.141,15,7060,92.52,Wrrr
36137,2026-06-17 06:21:07,90400,90400.0,north,89.254,20,1.313,8,6110,100.0,Wrrr
36136,2026-06-17 06:21:07,90390,90390.0,west,57.394,8,12.648,12,6588,49.87,Wrrr
36135,2026-06-17 06:21:07,90390,90390.0,east,17.592,18,1.098,25,9420,59.5,Wrrr
36134,2026-06-17 06:21:07,90390,90390.0,south,70.804,20,0.248,15,7060,90.97,Wrrr
36133,2026-06-17 06:21:07,90390,90390.0,north,90.699,20,0.268,8,6110,100.0,Wrrr
36132,2026-06-17 06:21:07,90380,90380.0,west,89.108,20,0.555,12,6580,97.87,Errr
36131,2026-06-17 06:21:07,90380,90380.0,east,8.487,10,0.918,25,9420,31.92,Errr
36130,2026-06-17 06:21:07,90380,90380.0,south,63.103,20,0.12,15,7060,86.51,Errr
36129,2026-06-17 06:21:07,90380,90380.0,north,89.12,20,0.415,8,6110,96.62,Errr
36128,2026-06-17 06:21:07,90370,90370.0,west,90.691,20,1.339,12,6580,98.49,Errr
36127,2026-06-17 06:21:07,90370,90370.0,east,1.416,1,1.433,25,9420,4.63,Errr
36126,2026-06-17 06:21:07,90370,90370.0,south,55.118,20,1.315,15,7060,83.5,Errr
36125,2026-06-17 06:21:07,90370,90370.0,north,89.032,20,1.106,8,6110,100.0,Errr
36124,2026-06-17 06:21:07,90360,90360.0,west,90.097,20,0.118,12,6580,98.77,Errr
36123,2026-06-17 06:21:07,90360,90360.0,east,0.437,0,12.445,25,9420,0.0,Errr
36122,2026-06-17 06:21:07,90360,90360.0,south,47.754,20,0.909,15,7060,79.07,Errr
36121,2026-06-17 06:21:07,90360,90360.0,north,89.975,20,0.207,8,6110,99.48,Errr
36120,2026-06-17 06:21:07,90350,90350.0,west,90.569,20,1.275,12,6580,100.0,Errr
36119,2026-06-17 06:21:07,90350,90350.0,east,0.0,0,12.431,25,9420,0.0,Errr
36118,2026-06-17 06:21:07,90350,90350.0,south,39.946,20,0.022,15,7060,79.05,Errr
36117,2026-06-17 06:21:07,90350,90350.0,north,89.774,20,0.746,8,6110,100.0,Errr
36116,2026-06-17 06:21:07,90340,90340.0,west,89.9,20,0.954,12,6580,100.0,Errr
36115,2026-06-17 06:21:07,90340,90340.0,east,0.47,0,9.517,25,9420,1.63,Errr
36114,2026-06-17 06:21:07,90340,90340.0,south,31.312,20,0.102,15,7060,74.73,Errr
36113,2026-06-17 06:21:07,90340,90340.0,north,90.297,20,0.507,8,6110,100.0,Errr
36112,2026-06-17 06:21:07,90330,90330.0,west,82.65,20,0.171,12,6580,98.14,Errr
36111,2026-06-17 06:21:07,90330,90330.0,east,26.981,4,11.723,25,9416,21.53,Errr
36110,2026-06-17 06:21:07,90330,90330.0,south,22.263,15,1.003,15,7060,52.45,Errr
36109,2026-06-17 06:21:07,90330,90330.0,north,89.133,20,1.278,8,6110,98.07,Errr
36108,2026-06-17 06:21:07,90320,90320.0,west,75.821,20,0.216,12,6580,96.36,Errr
36107,2026-06-17 06:21:07,90320,90320.0,east,65.093,14,10.877,25,9406,70.74,Errr
36106,2026-06-17 06:21:07,90320,90320.0,south,15.952,10,0.379,15,7060,35.43,Errr
36105,2026-06-17 06:21:07,90320,90320.0,north,81.619,18,1.206,8,6110,90.95,Errr
36104,2026-06-17 06:21:07,90310,90310.0,west,66.918,20,1.264,12,6580,89.61,Srrr
36103,2026-06-17 06:21:07,90310,90310.0,east,90.778,20,1.132,25,9400,100.0,Srrr
36102,2026-06-17 06:21:07,90310,90310.0,south,6.26,5,1.379,15,7060,17.38,Srrr
36101,2026-06-17 06:21:07,90310,90310.0,north,73.866,15,0.94,8,6110,79.54,Srrr
36100,2026-06-17 06:21:07,90300,90300.0,west,59.321,20,0.714,12,6580,88.7,Srrr
36099,2026-06-17 06:21:07,90300,90300.0,east,89.437,20,1.149,25,9400,99.41,Srrr
36098,2026-06-17 06:21:07,90300,90300.0,south,0.324,0,10.514,15,7060,0.0,Srrr
36097,2026-06-17 06:21:07,90300,90300.0,north,66.86,12,0.762,8,6110,65.25,Srrr
36096,2026-06-17 06:21:07,90290,90290.0,west,51.907,20,0.121,12,6580,83.04,Srrr
36095,2026-06-17 06:21:07,90290,90290.0,east,89.083,20,0.376,25,9400,99.98,Srrr
36094,2026-06-17 06:21:07,90290,90290.0,south,0.0,0,10.06,15,7060,0.24,Srrr
36093,2026-06-17 06:21:07,90290,90290.0,north,58.515,10,1.274,8,6110,53.28,Srrr
36092,2026-06-17 06:21:07,90280,90280.0,west,43.352,20,0.527,12,6580,80.32,Srrr
36091,2026-06-17 06:21:07,90280,90280.0,east,83.302,20,1.297,25,9400,98.62,Srrr
36090,2026-06-17 06:21:07,90280,90280.0,south,33.265,1,11.698,15,7059,18.13,Srrr
36089,2026-06-17 06:21:07,90280,90280.0,north,50.699,7,1.067,8,6110,45.75,Srrr
36088,2026-06-17 06:21:07,90270,90270.0,west,34.394,18,0.332,12,6580,69.03,Srrr
36087,2026-06-17 06:21:07,90270,90270.0,east,74.308,20,0.851,25,9400,94.21,Srrr
36086,2026-06-17 06:21:07,90270,90270.0,south,73.564,14,9.38,15,7049,74.48,Srrr
36085,2026-06-17 06:21:07,90270,90270.0,north,41.073,4,1.116,8,6110,29.5,Srrr
36084,2026-06-17 06:21:07,90260,90260.0,west,26.282,14,0.972,12,6580,54.43,Nrrr
36083,2026-06-17 06:21:07,90260,90260.0,east,66.525,20,0.874,25,9400,91.14,Nrrr
36082,2026-06-17 06:21:07,90260,90260.0,south,89.025,20,0.777,15,7045,98.66,Nrrr
36081,2026-06-17 06:21:07,90260,90260.0,north,33.554,2,1.106,8,6110,20.76,Nrrr
36080,2026-06-17 06:21:07,90250,90250.0,west,19.063,10,1.376,12,6580,36.17,Nrrr
36079,2026-06-17 06:21:07,90250,90250.0,east,58.014,20,0.153,25,9400,85.24,Nrrr
36078,2026-06-17 06:21:07,90250,90250.0,south,89.276,20,0.077,15,7045,97.49,Nrrr
36077,2026-06-17 06:21:07,90250,90250.0,north,42.75,1,9.012,8,6109,21.83,Nrrr
36076,2026-06-17 06:21:07,90240,90240.0,west,10.778,6,1.263,12,6580,20.44,Nrrr
36075,2026-06-17 06:21:07,90240,90240.0,east,49.751,20,1.33,25,9400,81.72,Nrrr
36074,2026-06-17 06:21:07,90240,90240.0,south,89.155,20,0.568,15,7045,100.0,Nrrr
36073,2026-06-17 06:21:07,90240,90240.0,north,82.767,16,9.709,8,6099,83.48,Nrrr
36072,2026-06-17 06:21:07,90230,90230.0,west,2.238,2,0.142,12,6580,9.39,Wrrr
36071,2026-06-17 06:21:07,90230,90230.0,east,43.173,20,1.296,25,9400,79.56,Wrrr
36070,2026-06-17 06:21:07,90230,90230.0,south,90.548,20,0.593,15,7045,98.54,Wrrr
36069,2026-06-17 06:21:07,90230,90230.0,north,90.449,20,1.074,8,6097,100.0,Wrrr
36068,2026-06-17 06:21:07,90220,90220.0,west,0.692,0,9.902,12,6580,2.74,Wrrr
36067,2026-06-17 06:21:07,90220,90220.0,east,35.036,20,0.209,25,9400,77.59,Wrrr
36066,2026-06-17 06:21:07,90220,90220.0,south,88.341,20,1.235,15,7045,100.0,Wrrr
36065,2026-06-17 06:21:07,90220,90220.0,north,90.147,20,1.036,8,6097,100.0,Wrrr
36064,2026-06-17 06:21:07,90210,90210.0,west,9.866,0,8.162,12,6580,5.32,Wrrr
36063,2026-06-17 06:21:07,90210,90210.0,east,26.844,20,1.439,25,9400,68.94,Wrrr
36062,2026-06-17 06:21:07,90210,90210.0,south,79.989,20,0.261,15,7045,97.96,Wrrr
36061,2026-06-17 06:21:07,90210,90210.0,north,90.027,20,0.448,8,6097,98.59,Wrrr
36060,2026-06-17 06:21:07,90200,90200.0,west,49.675,5,8.793,12,6576,37.23,Wrrr
36059,2026-06-17 06:21:07,90200,90200.0,east,19.385,20,1.39,25,9400,66.59,Wrrr
36058,2026-06-17 06:21:07,90200,90200.0,south,73.574,20,0.906,15,7045,91.26,Wrrr
36057,2026-06-17 06:21:07,90200,90200.0,north,90.342,20,0.925,8,6097,100.0,Wrrr
36056,2026-06-17 06:21:07,90190,90190.0,west,90.165,20,0.179,12,6566,100.0,Errr
36055,2026-06-17 06:21:07,90190,90190.0,east,10.818,11,0.629,25,9400,36.28,Errr
36054,2026-06-17 06:21:07,90190,90190.0,south,64.835,20,0.415,15,7045,87.21,Errr
36053,2026-06-17 06:21:07,90190,90190.0,north,90.077,20,0.901,8,6097,100.0,Errr
36052,2026-06-17 06:21:07,90180,90180.0,west,90.491,20,0.847,12,6566,99.61,Errr
36051,2026-06-17 06:21:07,90180,90180.0,east,2.337,3,0.039,25,9400,10.82,Errr
36050,2026-06-17 06:21:07,90180,90180.0,south,57.475,20,0.14,15,7045,85.78,Errr
36049,2026-06-17 06:21:07,90180,90180.0,north,89.436,20,0.196,8,6097,99.32,Errr
36048,2026-06-17 06:21:07,90170,90170.0,west,89.804,20,1.496,12,6566,100.0,Errr
36047,2026-06-17 06:21:07,90170,90170.0,east,0.444,0,8.328,25,9400,2.03,Errr
36046,2026-06-17 06:21:07,90170,90170.0,south,47.939,20,0.025,15,7045,79.97,Errr
36045,2026-06-17 06:21:07,90170,90170.0,north,89.199,20,1.289,8,6097,98.16,Errr
36044,2026-06-17 06:21:07,90160,90160.0,west,89.277,20,0.514,12,6566,99.97,Errr
36043,2026-06-17 06:21:07,90160,90160.0,east,0.0,0,8.443,25,9400,0.0,Errr
36042,2026-06-17 06:21:07,90160,90160.0,south,41.444,20,0.439,15,7045,81.23,Errr
36041,2026-06-17 06:21:07,90160,90160.0,north,90.674,20,0.809,8,6097,99.4,Errr
36040,2026-06-17 06:21:07,90150,90150.0,west,89.163,20,1.092,12,6566,100.0,Errr
36039,2026-06-17 06:21:07,90150,90150.0,east,0.0,0,8.036,25,9400,0.0,Errr
36038,2026-06-17 06:21:07,90150,90150.0,south,33.421,20,0.054,15,7045,76.86,Errr
36037,2026-06-17 06:21:07,90150,90150.0,north,89.647,20,0.384,8,6097,100.0,Errr
36036,2026-06-17 06:21:07,90140,90140.0,west,83.864,20,0.196,12,6566,99.15,Errr
36035,2026-06-17 06:21:07,90140,90140.0,east,17.776,2,10.954,25,9398,16.2,Errr
36034,2026-06-17 06:21:07,90140,90140.0,south,24.973,16,1.094,15,7045,57.13,Errr
36033,2026-06-17 06:21:07,90140,90140.0,north,90.609,20,0.768,8,6097,98.74,Errr
36032,2026-06-17 06:21:07,90130,90130.0,west,77.325,20,1.339,12,6566,91.82,Errr
36031,2026-06-17 06:21:07,90130,90130.0,east,57.301,12,9.908,25,9388,62.23,Errr
36030,2026-06-17 06:21:07,90130,90130.0,south,16.763,11,0.387,15,7045,39.08,Errr
36029,2026-06-17 06:21:07,90130,90130.0,north,83.789,18,0.876,8,6097,92.13,Errr
36028,2026-06-17 06:21:07,90120,90120.0,west,68.101,20,1.225,12,6566,91.03,Srrr
36027,2026-06-17 06:21:07,90120,90120.0,east,89.374,20,0.662,25,9380,98.57,Srrr
36026,2026-06-17 06:21:07,90120,90120.0,south,9.214,6,0.446,15,7045,19.93,Srrr
36025,2026-06-17 06:21:07,90120,90120.0,north,74.732,16,0.688,8,6097,80.1,Srrr
36024,2026-06-17 06:21:07,90110,90110.0,west,61.046,20,0.687,12,6566,86.71,Srrr
36023,2026-06-17 06:21:07,90110,90110.0,east,89.489,20,1.408,25,9380,99.07,Srrr
36022,2026-06-17 06:21:07,90110,90110.0,south,1.628,1,0.641,15,7045,5.93,Srrr
36021,2026-06-17 06:21:07,90110,90110.0,north,68.376,13,1.044,8,6097,70.88,Srrr
36020,2026-06-17 06:21:07,90100,90100.0,west,53.566,20,1.357,12,6566,86.01,Srrr
36019,2026-06-17 06:21:07,90100,90100.0,east,89.592,20,0.609,25,9380,100.0,Srrr
36018,2026-06-17 06:21:07,90100,90100.0,south,0.983,0,10.136,15,7045,0.72,Srrr
36017,2026-06-17 06:21:07,90100,90100.0,north,59.076,10,0.854,8,6097,54.4,Srrr
36016,2026-06-17 06:21:07,90090,90090.0,west,44.507,20,1.222,12,6566,77.77,Srrr
36015,2026-06-17 06:21:07,90090,90090.0,east,83.684,20,1.101,25,9380,99.08,Srrr
36014,2026-06-17 06:21:07,90090,90090.0,south,25.691,0,11.31,15,7045,8.9,Srrr
36013,2026-06-17 06:21:07,90090,90090.0,north,51.322,7,1.172,8,6097,44.6,Srrr
36012,2026-06-17 06:21:07,90080,90080.0,west,37.777,19,0.216,12,6566,76.33,Srrr
36011,2026-06-17 06:21:07,90080,90080.0,east,75.838,20,1.108,25,9380,91.68,Srrr
36010,2026-06-17 06:21:07,90080,90080.0,south,65.833,12,12.173,15,7036,66.87,Srrr
36009,2026-06-17 06:21:07,90080,90080.0,north,43.528,5,1.017,8,6097,34.05,Srrr
36008,2026-06-17 06:21:07,90070,90070.0,west,29.712,15,0.416,12,6566,57.79,Nrrr
36007,2026-06-17 06:21:07,90070,90070.0,east,67.154,20,1.194,25,9380,90.46,Nrrr
36006,2026-06-17 06:21:07,90070,90070.0,south,90.324,20,0.537,15,7030,97.56,Nrrr
36005,2026-06-17 06:21:07,90070,90070.0,north,35.515,2,1.036,8,6097,20.15,Nrrr
36004,2026-06-17 06:21:07,90060,90060.0,west,21.686,11,0.817,12,6566,45.12,Nrrr
36003,2026-06-17 06:21:07,90060,90060.0,east,60.74,20,0.76,25,9380,87.35,Nrrr
36002,2026-06-17 06:21:07,90060,90060.0,south,89.289,20,1.385,15,7030,96.96,Nrrr
36001,2026-06-17 06:21:07,90060,90060.0,north,34.722,0,9.322,8,6097,14.29,Nrrr
36000,2026-06-17 06:21:07,90050,90050.0,west,13.04,7,0.107,12,6566,26.46,Nrrr
35999,2026-06-17 06:21:07,90050,90050.0,east,51.816,20,0.01,25,9380,83.77,Nrrr
35998,2026-06-17 06:21:07,90050,90050.0,south,90.957,20,0.064,15,7030,98.8,Nrrr
35997,2026-06-17 06:21:07,90050,90050.0,north,73.825,13,11.957,8,6088,73.99,Nrrr
35996,2026-06-17 06:21:07,90040,90040.0,west,3.972,3,0.27,12,6566,9.83,Wrrr
35995,2026-06-17 06:21:07,90040,90040.0,east,43.41,20,0.132,25,9380,81.26,Wrrr
35994,2026-06-17 06:21:07,90040,90040.0,south,90.686,20,0.359,15,7030,97.58,Wrrr
35993,2026-06-17 06:21:07,90040,90040.0,north,90.304,20,0.609,8,6084,100.0,Wrrr
35992,2026-06-17 06:21:07,90030,90030.0,west,0.739,0,10.033,12,6566,0.0,Wrrr
35991,2026-06-17 06:21:07,90030,90030.0,east,36.13,20,0.635,25,9380,78.71,Wrrr
35990,2026-06-17 06:21:07,90030,90030.0,south,89.963,20,0.163,15,7030,100.0,Wrrr
35989,2026-06-17 06:21:07,90030,90030.0,north,89.888,20,0.721,8,6084,100.0,Wrrr
35988,2026-06-17 06:21:07,90020,90020.0,west,1.493,0,8.057,12,6566,0.0,Wrrr
35987,2026-06-17 06:21:07,90020,90020.0,east,27.812,20,1.472,25,9380,74.73,Wrrr
35986,2026-06-17 06:21:07,90020,90020.0,south,82.016,20,0.446,15,7030,99.04,Wrrr
35985,2026-06-17 06:21:07,90020,90020.0,north,89.867,20,1.495,8,6084,97.97,Wrrr
35984,2026-06-17 06:21:07,90010,90010.0,west,41.69,3,11.311,12,6564,26.05,Wrrr
35983,2026-06-17 06:21:07,90010,90010.0,east,19.659,20,0.436,25,9380,67.86,Wrrr
35982,2026-06-17 06:21:07,90010,90010.0,south,74.456,20,0.767,15,7030,93.26,Wrrr
35981,2026-06-17 06:21:07,90010,90010.0,north,89.086,20,0.37,8,6084,99.5,Wrrr
35980,2026-06-17 06:21:07,90000,90000.0,west,81.347,17,11.09,12,6554,86.09,Wrrr
35979,2026-06-17 06:21:07,90000,90000.0,east,11.24,13,1.401,25,9380,46.17,Wrrr
35978,2026-06-17 06:21:07,90000,90000.0,south,66.158,20,0.137,15,7030,86.89,Wrrr
35977,2026-06-17 06:21:07,90000,90000.0,north,90.691,20,0.946,8,6084,100.0,Wrrr
35976,2026-06-17 06:21:07,89990,89990.0,west,89.045,20,0.423,12,6552,98.98,Errr
35975,2026-06-17 06:21:07,89990,89990.0,east,3.908,5,0.68,25,9380,13.9,Errr
35974,2026-06-17 06:21:07,89990,89990.0,south,58.818,20,0.446,15,7030,84.82,Errr
35973,2026-06-17 06:21:07,89990,89990.0,north,89.986,20,0.504,8,6084,97.57,Errr
35972,2026-06-17 06:21:07,89980,89980.0,west,89.918,20,1.396,12,6552,97.4,Errr
35971,2026-06-17 06:21:07,89980,89980.0,east,0.0,0,8.646,25,9380,0.0,Errr
35970,2026-06-17 06:21:07,89980,89980.0,south,49.512,20,0.206,15,7030,80.83,Errr
35969,2026-06-17 06:21:07,89980,89980.0,north,89.173,20,0.302,8,6084,99.77,Errr
35968,2026-06-17 06:21:07,89970,89970.0,west,90.258,20,1.277,12,6552,98.11,Errr
35967,2026-06-17 06:21:07,89970,89970.0,east,0.983,0,10.144,25,9380,2.88,Errr
35966,2026-06-17 06:21:07,89970,89970.0,south,42.598,20,0.309,15,7030,80.7,Errr
35965,2026-06-17 06:21:07,89970,89970.0,north,89.516,20,0.302,8,6084,99.08,Errr
35964,2026-06-17 06:21:07,89960,89960.0,west,89.125,20,1.304,12,6552,100.0,Errr
35963,2026-06-17 06:21:07,89960,89960.0,east,0.866,0,8.159,25,9380,0.0,Errr
35962,2026-06-17 06:21:07,89960,89960.0,south,34.661,20,0.051,15,7030,74.52,Errr
35961,2026-06-17 06:21:07,89960,89960.0,north,89.621,20,0.088,8,6084,100.0,Errr
35960,2026-06-17 06:21:07,89950,89950.0,west,85.595,20,0.214,12,6552,100.0,Errr
35959,2026-06-17 06:21:07,89950,89950.0,east,9.881,0,11.121,25,9380,2.54,Errr
35958,2026-06-17 06:21:07,89950,89950.0,south,25.832,17,1.086,15,7030,60.58,Errr
35957,2026-06-17 06:21:07,89950,89950.0,north,90.188,20,1.061,8,6084,97.55,Errr
35956,2026-06-17 06:21:07,89940,89940.0,west,78.942,20,1.342,12,6552,96.77,Errr
35955,2026-06-17 06:21:07,89940,89940.0,east,50.3,10,11.399,25,9370,53.47,Errr
35954,2026-06-17 06:21:07,89940,89940.0,south,18.3,12,1.206,15,7030,42.05,Errr
35953,2026-06-17 06:21:07,89940,89940.0,north,85.079,19,0.236,8,6084,95.27,Errr
35952,2026-06-17 06:21:07,89930,89930.0,west,69.866,20,0.903,12,6552,91.25,Srrr
35951,2026-06-17 06:21:07,89930,89930.0,east,90.167,20,1.235,25,9360,100.0,Srrr
35950,2026-06-17 06:21:07,89930,89930.0,south,10.337,7,0.01,15,7030,26.65,Srrr
35949,2026-06-17 06:21:07,89930,89930.0,north,78.036,16,1.079,8,6084,81.73,Srrr
35948,2026-06-17 06:21:07,89920,89920.0,west,62.37,20,0.596,12,6552,85.23,Srrr
35947,2026-06-17 06:21:07,89920,89920.0,east,89.203,20,0.127,25,9360,100.0,Srrr
35946,2026-06-17 06:21:07,89920,89920.0,south,1.404,2,1.044,15,7030,6.17,Srrr
35945,2026-06-17 06:21:07,89920,89920.0,north,69.61,13,0.455,8,6084,68.47,Srrr
35944,2026-06-17 06:21:07,89910,89910.0,west,55.211,20,0.94,12,6552,83.52,Srrr
35943,2026-06-17 06:21:07,89910,89910.0,east,89.28,20,0.925,25,9360,100.0,Srrr
35942,2026-06-17 06:21:07,89910,89910.0,south,0.0,0,8.026,15,7030,0.0,Srrr
35941,2026-06-17 06:21:07,89910,89910.0,north,61.244,11,1.327,8,6084,61.29,Srrr
